Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Variación consumo 2020 respecto a 2019 (%),Variación consumo 2019 respecto a 2018 (%),Variación precio 2020 respecto a 2019 (%),Variación precio 2019 respecto a 2018 (%)
03-2020,2020,3,Castilla La Mancha,AJOS,124.36,474.5,3.82,39.27,0.06,14.871605394420834,-22.433187647775302,19.832310528575388,-27.39025195291011
03-2020,2020,3,Castilla La Mancha,COLES,205.14,229.71,1.12,17.95,0.1,73.5239384198951,-45.7880497088091,78.13881349360219,-44.124274200537315
03-2020,2020,3,Castilla La Mancha,PEPINOS,328.14,505.76,1.54,29.97,0.16,-3.632786114945231,21.767272207123447,-16.574294008973347,41.61838908615213
03-2020,2020,3,Castilla La Mancha,JUDIAS VERDES,271.63,814.38,3.0,38.91,0.14,14.87840981179954,-14.08691228835115,10.233086981239344,-7.555433204865109
03-2020,2020,3,Castilla La Mancha,PIMIENTOS,871.8,1782.34,2.04,65.79,0.44,10.72585254334158,5.847953216374268,18.12807359393433,11.034904001118582
03-2020,2020,3,Castilla La Mancha,CHAMPIÑONES+O.SETAS,236.84,907.47,3.83,41.88,0.12,-26.774672273064553,-27.453795083438,-31.22987033654902,4.650535715701892
03-2020,2020,3,Castilla La Mancha,LECHUGA/ESC./ENDIVIA,490.44,1342.12,2.74,66.45,0.25,-6.95680218550208,48.2019849860826,-5.766543794979822,37.57014942673068
03-2020,2020,3,Castilla La Mancha,ESPARRAGOS,214.98,408.89,1.9,19.55,0.11,-25.281523703600733,38.57342387901557,-38.85939859742513,44.87457215891858
03-2020,2020,3,Castilla La Mancha,VERDURAS DE HOJA,268.4,627.49,2.34,24.78,0.13,-13.550423551389843,49.357771684225725,-1.8457976818032433,49.97654013982076
03-2020,2020,3,Castilla La Mancha,BERENJENAS,214.56,324.65,1.51,32.85,0.11,-2.397307009962248,46.348445509619864,10.991452991452984,29.602552173335106
03-2020,2020,3,Castilla La Mancha,ZANAHORIAS,540.42,495.05,0.92,56.39,0.27,23.28223378045441,-18.7243904700102,34.7661566940709,-19.322674163225866
03-2020,2020,3,Castilla La Mancha,CALABACINES,661.08,1032.19,1.56,59.85,0.33,-5.316528215411057,-3.166303759899023,15.88916209145925,-10.438621188963083
03-2020,2020,3,Castilla La Mancha,OTR.HORTALIZAS/VERD.,1485.28,3060.24,2.06,76.3,0.74,-2.273280564273633,-10.75415303851507,-1.622775434626068,-4.317628856783428
03-2020,2020,3,Castilla La Mancha,BROCOLI,173.49,336.68,1.94,20.42,0.09,8.628138501033122,-17.687986393856615,32.57727899192756,-13.701702518095624
03-2020,2020,3,Castilla La Mancha,ALCACHOFAS,341.0,566.33,1.66,34.1,0.17,4.014153245485611,-23.31407452457253,18.615561838936028,-26.980898343707466
03-2020,2020,3,Castilla La Mancha,VERD./HORT. IV GAMA,1037.6,2527.96,2.44,60.37,0.52,-3.9063512937820724,-12.298570500324892,-10.072533625507365,6.107250567128807
03-2020,2020,3,Castilla Leon,TOTAL PATATAS,5371.01,4868.54,0.91,73.93,2.34,28.467860371888783,-7.862543773236464,28.28725991625889,10.227394849124734
03-2020,2020,3,Castilla Leon,PATATAS FRESCAS,3962.98,3320.66,0.84,64.04,1.73,26.365700292080664,-8.899662744118352,23.08268252091434,25.17619438683425
03-2020,2020,3,Castilla Leon,PATATAS CONGELADAS,89.25,100.58,1.13,3.67,0.04,22.832369942196536,-42.02042770507501,-4.87989407981842,-38.365586383772445
03-2020,2020,3,Castilla Leon,PATATAS PROCESADAS,263.76,1447.3,5.49,41.76,0.12,35.67203333161874,0.23200659929881862,45.988420181968564,-11.171442395570127
03-2020,2020,3,Castilla Leon,T.HORTALIZAS FRESCAS,10759.11,20107.9,1.87,95.25,4.69,2.734922928111116,18.023019283411266,8.070907508837116,18.510967204437705
03-2020,2020,3,Castilla Leon,TOMATES,1949.92,3360.26,1.72,74.5,0.85,0.4688739811007789,17.849726145513284,4.752790074194153,25.22348789456838
03-2020,2020,3,Castilla Leon,CEBOLLAS,1425.7,1776.84,1.25,66.63,0.62,22.765473771225857,21.239834215498966,21.777272135372048,34.86241924004768
03-2020,2020,3,Castilla Leon,AJOS,166.86,712.93,4.27,39.53,0.07,12.295578437310727,29.875010925618394,24.946108414097672,27.714483962665366
03-2020,2020,3,Castilla Leon,COLES,477.63,507.43,1.06,25.46,0.21,19.92919198513534,12.220688100538196,12.32540121748755,19.176383685960005
03-2020,2020,3,Castilla Leon,PEPINOS,178.99,297.85,1.66,22.76,0.08,-21.687959397969895,30.95742852231708,-33.181532663316574,58.04850375833214
03-2020,2020,3,Castilla Leon,JUDIAS VERDES,217.74,657.55,3.02,26.38,0.09,-6.420835482207322,4.46729223723792,-9.692083722463337,10.25439127801333
03-2020,2020,3,Castilla Leon,PIMIENTOS,1053.04,2156.78,2.05,73.2,0.46,9.087142087597885,6.055811909470446,11.321699364622212,10.394871794871799
03-2020,2020,3,Castilla Leon,CHAMPIÑONES+O.SETAS,221.79,920.77,4.15,37.21,0.1,-16.58894321173373,-1.3541086996846723,3.358590110568553,-12.474700831188228
03-2020,2020,3,Castilla Leon,LECHUGA/ESC./ENDIVIA,902.72,2336.78,2.59,70.12,0.39,4.934497308984394,34.465511043031086,7.432233623892031,36.83786708271471
03-2020,2020,3,Castilla Leon,ESPARRAGOS,109.94,345.48,3.14,9.82,0.05,-38.61529871580123,180.76501018968492,21.04691496443712,95.13879392862029
03-2020,2020,3,Castilla Leon,VERDURAS DE HOJA,216.88,560.08,2.58,26.01,0.09,4.864133062566484,28.859813084112147,7.46795609793539,18.720670645587486
03-2020,2020,3,Castilla Leon,BERENJENAS,203.96,322.58,1.58,27.97,0.09,4.594871794871799,24.19591108846571,22.48167976610851,13.644012944983821
03-2020,2020,3,Castilla Leon,ZANAHORIAS,828.22,695.83,0.84,66.36,0.36,7.860807959784337,11.817215418444462,12.555604082755051,10.382816126843569
03-2020,2020,3,Castilla Leon,CALABACINES,963.39,1463.84,1.52,62.51,0.42,3.472386312375147,15.881313319891458,32.25517920547871,4.942637716886307
03-2020,2020,3,Castilla Leon,OTR.HORTALIZAS/VERD.,1842.34,3992.91,2.17,69.96,0.8,-7.473570549682353,16.363944504833032,1.2221461708114694,12.898286505839952
03-2020,2020,3,Castilla Leon,BROCOLI,227.8,471.97,2.07,21.14,0.1,-9.674861221252966,28.287298438374275,36.16745044863103,4.599088632042735
03-2020,2020,3,Castilla Leon,ALCACHOFAS,222.11,401.62,1.81,19.12,0.1,-48.56302540469187,62.26748337153808,-42.76716115885027,58.329008822003125
03-2020,2020,3,Castilla Leon,VERD./HORT. IV GAMA,1147.54,3053.81,2.66,65.04,0.5,-3.4715387656564114,-1.8202089441301534,0.8110945319618177,0.7620587227616348
03-2020,2020,3,Cataluña,TOTAL PATATAS,23385.18,22710.3,0.97,87.75,3.39,20.742136331976628,-1.296737592700561,20.18626243125501,10.061438027273159
03-2020,2020,3,Cataluña,PATATAS FRESCAS,16492.1,15390.64,0.93,80.15,2.39,22.00076490435365,3.6801859152336966,27.785826907636853,24.665308648875815
03-2020,2020,3,Cataluña,PATATAS CONGELADAS,757.55,1027.57,1.36,11.3,0.11,52.26829611465096,-30.175015087507546,49.412568703289026,-35.43499281818268
03-2020,2020,3,Cataluña,PATATAS PROCESADAS,1227.11,6292.09,5.13,54.91,0.18,14.633895708387035,-8.844267320662162,2.0765433340525528,-4.316854982544747
03-2020,2020,3,Cataluña,T.HORTALIZAS FRESCAS,49548.59,99585.42,2.01,98.12,7.17,8.673892936829379,2.6501968854057254,14.685748439826652,6.20525541313718
03-2020,2020,3,Cataluña,TOMATES,9122.1,18168.09,1.99,89.65,1.32,9.130649082173703,-4.8886501936617455,15.362108103817764,5.0161704397692795
03-2020,2020,3,Cataluña,CEBOLLAS,6498.65,8577.82,1.32,78.84,0.94,25.633857818659152,-3.074518856911593,17.330958760954694,20.180794192492062
03-2020,2020,3,Cataluña,AJOS,466.85,2161.27,4.63,37.77,0.07,-21.492953956882914,34.84047980771411,-8.924380017277352,26.82917704402853
03-2020,2020,3,Cataluña,COLES,1472.66,1747.45,1.19,26.22,0.21,37.61634209247563,-17.945650840387696,36.011612883139534,-13.212237481170245
03-2020,2020,3,Cataluña,PEPINOS,1002.15,1675.89,1.67,31.16,0.15,17.93052319423851,-15.35465620112956,10.364833717484366,-3.203804278538463
03-2020,2020,3,Cataluña,JUDIAS VERDES,1777.65,7226.87,4.07,37.36,0.26,13.953384017743822,4.421923530041765,29.100354241881288,7.623819292373296
03-2020,2020,3,Cataluña,PIMIENTOS,3476.12,7484.71,2.15,67.53,0.5,16.92336671162702,-4.7555126977058615,25.80232554230719,-0.0398188828871192
03-2020,2020,3,Cataluña,CHAMPIÑONES+O.SETAS,870.07,3473.19,3.99,39.17,0.13,-8.510951514705413,10.034942379784331,-2.2685512168630257,3.9968044293184812
03-2020,2020,3,Cataluña,LECHUGA/ESC./ENDIVIA,3338.91,9183.67,2.75,72.94,0.48,8.379425855957608,20.880009103001246,6.035365635409502,13.327471308134486
03-2020,2020,3,Cataluña,ESPARRAGOS,1229.92,1968.39,1.6,18.85,0.18,-18.9167095183471,68.52127541384289,-11.310612682592748,55.789222464780316
03-2020,2020,3,Cataluña,VERDURAS DE HOJA,1333.41,3376.91,2.53,31.68,0.19,11.203682854212026,7.196688629231966,23.80653842064547,-1.68049052155764
03-2020,2020,3,Cataluña,BERENJENAS,1445.35,2268.54,1.57,41.64,0.21,-4.429559490590742,5.172605635761765,13.639505875988098,-19.438402214751825
03-2020,2020,3,Cataluña,ZANAHORIAS,2755.78,2960.06,1.07,60.2,0.4,35.71393394990595,-2.615676795580109,42.01085209581701,5.279666239027001
03-2020,2020,3,Cataluña,CALABACINES,3066.68,4831.86,1.58,57.74,0.44,10.05490759016687,7.901411450366908,39.9825016803022,-6.779734255158257
03-2020,2020,3,Cataluña,OTR.HORTALIZAS/VERD.,11692.3,24480.72,2.09,86.16,1.69,-2.055015991462297,4.809097908931357,9.504858464212687,5.513146294174176
03-2020,2020,3,Cataluña,BROCOLI,1335.79,2292.26,1.72,28.27,0.19,9.778928336620647,-1.0916657860725283,29.87455948509333,7.890457851946936
03-2020,2020,3,Cataluña,ALCACHOFAS,3518.11,5836.94,1.66,48.81,0.51,-7.166530332216263,-9.05207480879026,1.8062643676156034,-13.631022680710544
03-2020,2020,3,Cataluña,VERD./HORT. IV GAMA,5326.13,14315.44,2.69,71.91,0.77,2.418683357850909,11.599325298722707,2.779520831688011,12.034162927046632
03-2020,2020,3,Extremadura,TOTAL PATATAS,2686.11,2465.49,0.92,83.57,2.4,1.6234110169491642,17.242113480713947,8.502913373351856,24.45121149717392
03-2020,2020,3,Extremadura,PATATAS FRESCAS,1843.49,1555.28,0.84,75.04,1.64,-6.635570344034722,38.60295666091059,-3.2449111630916287,82.79657933042213
03-2020,2020,3,Extremadura,PATATAS CONGELADAS,129.6,133.66,1.03,14.05,0.12,10.13852298801733,7.529927807730965,5.161290322580648,-15.447046301224054
03-2020,2020,3,Extremadura,PATATAS PROCESADAS,142.6,776.55,5.45,58.28,0.13,29.401088929219593,-23.52002220834201,44.40993788819875,-32.458299839228296
03-2020,2020,3,Extremadura,T.HORTALIZAS FRESCAS,5363.75,10063.17,1.88,96.29,4.78,7.826641095846348,9.741069123976647,12.881485976706186,8.536125098615956
03-2020,2020,3,Extremadura,TOMATES,1156.19,1804.13,1.56,82.2,1.03,27.64155838420862,-13.652612413372356,28.25720683894359,-12.471687781566558
03-2020,2020,3,Extremadura,CEBOLLAS,683.28,802.73,1.17,77.16,0.61,-8.451685513693128,32.27001258262889,-12.723971470818471,46.05624632779127
03-2020,2020,3,Extremadura,AJOS,103.04,396.0,3.84,46.35,0.09,-15.74816026165167,32.87700999565405,-11.123081066523028,25.60893098782137
03-2020,2020,3,Extremadura,COLES,95.87,115.38,1.2,19.68,0.09,-43.51617274494785,25.335991729434355,-47.6758423654256,42.46672696730843
03-2020,2020,3,Extremadura,PEPINOS,175.21,264.93,1.51,31.64,0.16,79.9055344491221,9.883786528263574,54.90264865813016,35.50150530819205
03-2020,2020,3,Extremadura,JUDIAS VERDES,95.18,296.63,3.12,28.62,0.08,56.520309159677694,-46.639171639171636,59.555698994136954,-48.778068604490976
03-2020,2020,3,Extremadura,PIMIENTOS,474.06,1015.42,2.14,76.18,0.42,67.55381189693563,-19.553596815467724,93.62724533770643,-17.882308728195177
03-2020,2020,3,Extremadura,CHAMPIÑONES+O.SETAS,120.98,480.0,3.97,42.48,0.11,3.1724373187787815,53.14091680814943,7.507615122737857,39.61662340911223
03-2020,2020,3,Extremadura,LECHUGA/ESC./ENDIVIA,403.72,1148.7,2.85,71.0,0.36,45.00915915376603,44.16425020712511,41.99362159756731,14.75381931146006
03-2020,2020,3,Extremadura,ESPARRAGOS,114.22,227.22,1.99,15.17,0.1,54.68580715059588,158.54341736694678,5.077691453940061,172.37687366167026
03-2020,2020,3,Extremadura,VERDURAS DE HOJA,115.37,254.75,2.21,27.19,0.1,25.10301453047062,-51.340227944280294,25.085927526269273,-49.037860020518984
03-2020,2020,3,Extremadura,BERENJENAS,122.55,214.69,1.75,28.99,0.11,8.259717314487627,19.371506907096915,20.537869855707136,26.65149683566808
03-2020,2020,3,Extremadura,ZANAHORIAS,363.2,320.14,0.88,58.83,0.32,20.496317430827407,-7.37793073779307,16.4018470712286,1.356182052699447
03-2020,2020,3,Extremadura,CALABACINES,488.53,710.23,1.45,64.4,0.44,46.70130026125341,10.180651138168336,61.920069306704974,9.673951092663899
03-2020,2020,3,Extremadura,OTR.HORTALIZAS/VERD.,852.35,2012.22,2.36,67.59,0.76,-33.39610699131848,37.967355211522715,-18.660716451213897,22.235343528423563
03-2020,2020,3,Extremadura,BROCOLI,73.76,150.0,2.03,13.16,0.07,-43.178491641630075,-35.80118694362017,-21.1812306237192,-60.16035504197282
03-2020,2020,3,Extremadura,ALCACHOFAS,173.04,260.24,1.5,24.37,0.15,-45.216235040840886,74.65302737074924,-43.02603060621319,49.84417544204967
03-2020,2020,3,Extremadura,VERD./HORT. IV GAMA,664.73,1657.17,2.49,66.22,0.59,20.627517874641615,29.79555304315054,7.441001037344397,15.957718736373613
03-2020,2020,3,Galicia,TOTAL PATATAS,9257.38,8517.48,0.92,71.31,3.57,57.82844341544665,-23.803393432677606,61.5466025346802,-15.891619407687454
03-2020,2020,3,Galicia,PATATAS FRESCAS,7560.91,6675.96,0.88,55.85,2.91,61.684351437235094,-25.292593385456435,71.01095849706185,-16.444355025127773
03-2020,2020,3,Galicia,PATATAS CONGELADAS,150.5,205.98,1.37,6.46,0.06,-21.951978426593378,-7.101218865924739,-9.383661079582954,-7.908276951748171
03-2020,2020,3,Galicia,PATATAS PROCESADAS,309.19,1635.54,5.29,40.55,0.12,55.16912576533173,-19.04607134151296,43.30123627697511,-15.438245536045056
03-2020,2020,3,Galicia,T.HORTALIZAS FRESCAS,12073.16,22879.93,1.9,94.98,4.65,18.90146859537991,-7.433713027663447,18.86276866938231,-3.8420172113978786
03-2020,2020,3,Galicia,TOMATES,2099.3,4073.68,1.94,76.74,0.81,12.526801029159534,-5.276412526910114,8.91959530277427,18.36445344642065
03-2020,2020,3,Galicia,CEBOLLAS,1811.48,2412.28,1.33,59.34,0.7,31.292354301203858,-0.5298901289038779,35.555617993312936,11.397325788116278
03-2020,2020,3,Galicia,AJOS,154.92,721.24,4.66,40.27,0.06,35.79943899018232,-32.830899670277915,40.14184397163121,-31.405608572799487
03-2020,2020,3,Galicia,COLES,1133.05,1184.82,1.05,34.59,0.44,58.16988902073008,-2.6182352061554344,58.29681487815305,2.953191840552403
03-2020,2020,3,Galicia,PEPINOS,97.9,172.95,1.77,10.85,0.04,11.136337836303783,-39.41540577716644,7.1362200334510195,-22.701589733767474
03-2020,2020,3,Galicia,JUDIAS VERDES,312.38,1001.86,3.21,26.31,0.12,37.92829388908513,-19.21238496111864,25.196506004523698,-10.630765450849875
03-2020,2020,3,Galicia,PIMIENTOS,942.23,2058.95,2.19,62.78,0.36,20.39739330437005,-3.411334913112163,19.6041755011705,5.421509669675553
03-2020,2020,3,Galicia,CHAMPIÑONES+O.SETAS,185.08,850.84,4.6,24.95,0.07,-22.831887925283517,-2.484244765196172,-16.127124324750604,5.1091562794649485
03-2020,2020,3,Galicia,LECHUGA/ESC./ENDIVIA,1030.3,2482.89,2.41,65.45,0.4,2.6737221840214382,26.330697955483934,3.295793515748826,32.39567727152552
03-2020,2020,3,Galicia,ESPARRAGOS,36.58,157.65,4.31,6.29,0.01,-54.200575935895834,91.58071479971218,-32.292561415564336,4.048619179551346
03-2020,2020,3,Galicia,VERDURAS DE HOJA,244.36,567.89,2.32,18.82,0.09,-9.806961207692021,-12.078533181891927,-10.924804718135329,-7.306009101615318
03-2020,2020,3,Galicia,BERENJENAS,178.29,324.96,1.82,20.32,0.07,-14.93391860298679,39.950587606837615,12.213819537967474,30.56945759502231
03-2020,2020,3,Galicia,ZANAHORIAS,951.97,930.54,0.98,63.36,0.37,17.295465746673237,-14.612463045376595,30.384340540010353,-12.857299844930944
03-2020,2020,3,Galicia,CALABACINES,570.57,922.55,1.62,36.09,0.22,30.109684628189655,-32.617814723191096,59.602442779786514,-33.027841824143486
03-2020,2020,3,Galicia,OTR.HORTALIZAS/VERD.,2324.74,5016.81,2.16,68.53,0.9,20.631609535373645,-17.295808013183635,28.197979725706762,-28.199336913584105
03-2020,2020,3,Galicia,BROCOLI,514.74,950.72,1.85,30.43,0.2,11.098161098161102,-13.47576006573542,35.77834904313053,-42.139404206090155
03-2020,2020,3,Galicia,ALCACHOFAS,140.21,196.41,1.4,8.35,0.05,31.949934123847168,-42.82178217821782,13.577748221823851,-44.048273853819516
03-2020,2020,3,Galicia,VERD./HORT. IV GAMA,863.58,2467.42,2.86,50.55,0.33,-21.76441811164863,11.030417639011826,-13.858797161001114,9.599770422804662
03-2020,2020,3,La Rioja,TOTAL PATATAS,517.62,553.12,1.07,67.64,1.69,39.96917335929261,-22.491197183098592,45.65755516932638,-2.964174375223582
03-2020,2020,3,La Rioja,PATATAS FRESCAS,375.35,359.1,0.96,57.69,1.22,25.846576812177307,-23.15461314508026,29.195898542903414,-1.085409252669043
03-2020,2020,3,La Rioja,PATATAS CONGELADAS,11.15,15.43,1.38,9.41,0.04,6.291706387035273,59.1805766312595,47.93863854266539,33.889602053915276
03-2020,2020,3,La Rioja,PATATAS PROCESADAS,26.22,178.58,6.81,39.63,0.09,114.7420147420147,-25.91019417475728,95.46847635726796,-10.911750365675278
03-2020,2020,3,La Rioja,T.HORTALIZAS FRESCAS,1500.91,3004.94,2.0,93.65,4.89,34.97392086330936,-16.627929643569402,40.28271850461705,-17.959854308135988
03-2020,2020,3,La Rioja,TOMATES,185.01,362.01,1.96,53.42,0.6,48.85348781076513,-38.54939187184811,64.81220122922831,-30.827612269320404
03-2020,2020,3,La Rioja,CEBOLLAS,157.74,211.27,1.34,55.08,0.51,56.47257216545978,-36.887247229700115,54.12168077035307,-31.08787452242106
03-2020,2020,3,La Rioja,AJOS,9.2,46.77,5.08,26.19,0.03,-2.023429179978714,-53.19042871385842,-0.42580370449222,-40.33282520325203
03-2020,2020,3,La Rioja,COLES,28.88,34.29,1.19,20.58,0.09,-71.37476459510358,487.5946418171228,-62.50820030614476,228.16648726228914
03-2020,2020,3,La Rioja,PEPINOS,30.53,45.7,1.5,20.55,0.1,180.3489439853076,4.310344827586218,124.01960784313728,5.809128630705381
03-2020,2020,3,La Rioja,JUDIAS VERDES,23.0,76.15,3.31,27.24,0.07,-14.082928651475532,-57.66919671094244,-22.176801226366877,-52.38442822384428
03-2020,2020,3,La Rioja,PIMIENTOS,92.07,208.56,2.27,55.8,0.3,30.3184713375796,-43.68274212833798,78.4852374839538,-51.104694953552595
03-2020,2020,3,La Rioja,CHAMPIÑONES+O.SETAS,84.75,259.95,3.07,56.4,0.28,67.35781990521326,121.42544818539571,25.993602171384257,104.21656933584083
03-2020,2020,3,La Rioja,LECHUGA/ESC./ENDIVIA,183.11,506.31,2.77,76.49,0.6,85.67227742851348,-21.730158730158728,91.66067305144414,-17.408160075035173
03-2020,2020,3,La Rioja,ESPARRAGOS,42.56,210.09,4.94,11.49,0.14,429.35323383084585,-26.97547683923706,324.5100020206102,-33.783783783783775
03-2020,2020,3,La Rioja,VERDURAS DE HOJA,74.01,148.85,2.01,19.09,0.24,113.83993065587983,-38.86239180356827,74.21582397003745,-8.990200255645503
03-2020,2020,3,La Rioja,BERENJENAS,23.47,28.63,1.22,28.1,0.08,18.296370967741932,136.19047619047618,40.82636497786523,64.48220064724919
03-2020,2020,3,La Rioja,ZANAHORIAS,93.07,83.54,0.9,56.81,0.3,97.26579058923271,-40.24065864471184,103.65675280351047,-26.32902298850574
03-2020,2020,3,La Rioja,CALABACINES,92.52,134.76,1.46,61.79,0.3,48.7698986975398,-24.250913520097438,80.47408597830452,-38.51790860436394
03-2020,2020,3,La Rioja,OTR.HORTALIZAS/VERD.,380.99,648.06,1.7,75.88,1.24,9.732142857142863,-0.6552404932902287,-3.3251286641306894,-10.041869078611871
03-2020,2020,3,La Rioja,BROCOLI,68.05,39.34,0.58,10.53,0.22,18.823118561201316,28.95744201756363,-40.30349013657057,38.068300858998555
03-2020,2020,3,La Rioja,ALCACHOFAS,70.97,88.36,1.25,22.27,0.23,-38.24936918124076,59.62500000000001,-55.52871307061251,43.25162220620044
03-2020,2020,3,La Rioja,VERD./HORT. IV GAMA,111.07,345.4,3.11,60.5,0.36,-26.071618743343993,15.800832434098966,-7.215387095041104,1.1108998560447552
03-2020,2020,3,Madrid,TOTAL PATATAS,18475.87,17989.75,0.97,85.7,3.04,34.38423279853714,1.07080265355573,45.75639627493652,17.496299187487203
03-2020,2020,3,Madrid,PATATAS FRESCAS,12823.77,11606.65,0.91,76.92,2.11,34.79564281877629,2.476081528541657,44.39921422164274,31.48007897418617
03-2020,2020,3,Madrid,PATATAS CONGELADAS,661.03,1025.2,1.55,12.3,0.11,29.578155016270042,-1.9131304197350545,52.53682487725041,2.2391919437768153
03-2020,2020,3,Madrid,PATATAS PROCESADAS,998.21,5357.9,5.37,51.86,0.16,33.991516550779885,-1.95438453338247,47.50546479679764,-2.714212251719475
03-2020,2020,3,Madrid,T.HORTALIZAS FRESCAS,34050.87,67030.88,1.97,97.88,5.59,5.454506601655088,15.59485133415314,10.174696016833519,19.574206398106647
03-2020,2020,3,Madrid,TOMATES,6995.0,12806.51,1.83,84.86,1.15,6.301336555046458,13.012781100047066,12.968049821812928,17.73282985007664
03-2020,2020,3,Madrid,CEBOLLAS,4031.27,5163.53,1.28,76.39,0.66,1.9939480728457706,15.074052831243396,2.6128516211086845,37.93732028168319
03-2020,2020,3,Madrid,AJOS,414.68,1986.52,4.79,44.26,0.07,21.15935253900544,-6.847749169887329,48.40170027117683,-9.679704737293113
03-2020,2020,3,Madrid,COLES,1126.98,1253.09,1.11,25.36,0.19,43.78779759626427,-2.032398380080995,24.110096468117977,5.993260337822933
03-2020,2020,3,Madrid,PEPINOS,763.05,1240.6,1.63,29.9,0.13,22.730124008814105,16.13306933652122,11.261580405908356,32.75905178059031
